"timepoint_x","perturbation_x","m_severity_x","cell_group","log_abund_x","log_abund_se_x","log_abund_sd_x","timepoint_y","perturbation_y","m_severity_y","log_abund_y","log_abund_se_y","log_abund_sd_y","delta_log_abund","delta_log_abund_se","delta_p_value","delta_q_value","power","mdfc","timepoint","m_severity","x_perturbation","y_perturbation"
48,"ctrl-inj","severe","hindbrain, (lmx1ba+, lmx1bb+)",1.44227259287371,0.10915195215658,0.321425197742698,48,"lmx1ba;lmx1bb","severe",1.02392989131292,0.0637615083467971,0.321425197742698,-0.41834270156079,0.126410753522994,0.00116278043432495,0.00387593478108317,0.911400260542399,1.51944138200653,48,"severe","ctrl-inj","lmx1ba;lmx1bb"
48,"ctrl-inj","severe","hindbrain, gabaergic and glutamatergic neuron, eye",2.91192318892179,0.0574260191890819,0.321425197742698,48,"lmx1ba;lmx1bb","severe",2.75442231959074,0.0489122694243095,0.321425197742698,-0.157500869331051,0.0754331344976532,0.0384375947532397,0.0640626579220662,0.550947161338511,1.17058754151038,48,"severe","ctrl-inj","lmx1ba;lmx1bb"
48,"ctrl-inj","severe","hindbrain, glutamatergic neuron",3.81241434951604,0.0376856238017201,0.321425197742698,48,"lmx1ba;lmx1bb","severe",3.81711797130014,0.024641753427936,0.321425197742698,0.00470362178409944,0.0450269058822385,0.916937400943165,0.916937400943165,0.0512509717465459,1.01483823888825,48,"severe","ctrl-inj","lmx1ba;lmx1bb"
48,"ctrl-inj","severe","hindbrain, glutamatergic neuron (lhx9+)",2.51569775069388,0.097052115402891,0.321425197742698,48,"lmx1ba;lmx1bb","severe",2.2389272017194,0.128408828135638,0.321425197742698,-0.276770548974479,0.160959436652046,0.0875186156250322,0.10939826953129,0.405104070942454,1.31892772799803,48,"severe","ctrl-inj","lmx1ba;lmx1bb"
48,"ctrl-inj","severe","hindbrain, marginal zone",-0.0998411432599209,0.254778831216801,0.321425197742698,48,"lmx1ba;lmx1bb","severe",0.314688176492237,0.0825277811192627,0.321425197742698,0.414529319752158,0.267811664220713,0.123700431323618,0.137444923692909,0.340349794542698,1.51390801391942,48,"severe","ctrl-inj","lmx1ba;lmx1bb"
48,"ctrl-inj","severe","hindbrain, marginal zone, (ebf3a+)",1.96555552178342,0.135548262460627,0.321425197742698,48,"lmx1ba;lmx1bb","severe",2.47653773749887,0.033967593882069,0.321425197742698,0.510982215715454,0.139739503685366,0.000349469502237098,0.00174734751118549,0.955124535279079,1.66692769766194,48,"severe","ctrl-inj","lmx1ba;lmx1bb"
48,"ctrl-inj","severe","lateral hindbrain, glutamatergic neuron",0.280558462012863,0.169266167311094,0.321425197742698,48,"lmx1ba;lmx1bb","severe",0.775110666410404,0.134752285509157,0.321425197742698,0.494552204397541,0.216354370989191,0.0236184314957542,0.0472368629915084,0.627753083672217,1.63977400839323,48,"severe","ctrl-inj","lmx1ba;lmx1bb"
72,"ctrl-inj","not_severe","hindbrain (lhx9+, barhl1b+)",-1.35288681340576,0.376234342050274,0.321425197742698,72,"lmx1ba;lmx1bb","not_severe",-1.7905723333434,0.50381139648504,0.321425197742698,-0.437685519937643,0.628791064954178,0.487424512131916,0.578023586048122,0.107088102860736,1.57042528766586,72,"not_severe","ctrl-inj","lmx1ba;lmx1bb"
72,"ctrl-inj","not_severe","hindbrain and spinal cord, glycinergic and gabaergic neuron",2.83953493142438,0.0767097527604627,0.321425197742698,72,"lmx1ba;lmx1bb","not_severe",3.03113844411953,0.110317470973737,0.321425197742698,0.191603512695151,0.134366404173858,0.155885642381965,0.389714105954913,0.297030226800969,1.21135702046873,72,"not_severe","ctrl-inj","lmx1ba;lmx1bb"
72,"ctrl-inj","not_severe","hindbrain and spinal cord, glycinergic and gabaergic neuron (mecom+, chrm2a+)",-3.28908593455861,0.882042364199312,0.321425197742698,72,"lmx1ba;lmx1bb","not_severe",-4.28436824746347,0.803232829409286,0.321425197742698,-0.99528231290486,1.19297179785742,0.405402533458734,0.578023586048122,0.132752386559356,2.74515709173351,72,"not_severe","ctrl-inj","lmx1ba;lmx1bb"
72,"ctrl-inj","not_severe","hindbrain, (lmx1ba+, lmx1bb+)",-0.787873515330101,0.323743531126422,0.321425197742698,72,"lmx1ba;lmx1bb","not_severe",-0.494291580851655,0.248901827650336,0.321425197742698,0.293581934478447,0.408365025135457,0.473272403787041,0.578023586048122,0.110988213542817,1.35208632300461,72,"not_severe","ctrl-inj","lmx1ba;lmx1bb"
72,"ctrl-inj","not_severe","hindbrain, gabaergic and glutamatergic neuron, eye",4.16573139515059,0.124923580019891,0.321425197742698,72,"lmx1ba;lmx1bb","not_severe",4.28616463813585,0.138977704247614,0.321425197742698,0.120433242985251,0.186870819345673,0.520221227443309,0.578023586048122,0.0987737772970828,1.13367425348321,72,"not_severe","ctrl-inj","lmx1ba;lmx1bb"
72,"ctrl-inj","not_severe","hindbrain, glutamatergic neuron",3.73058606313862,0.055275798823611,0.321425197742698,72,"lmx1ba;lmx1bb","not_severe",3.83816184245273,0.0756780350670805,0.321425197742698,0.10757577931411,0.0937154145656017,0.252779066168095,0.505558132336191,0.209319243578305,1.11391758834672,72,"not_severe","ctrl-inj","lmx1ba;lmx1bb"
72,"ctrl-inj","not_severe","hindbrain, glutamatergic neuron (lhx9+)",2.69007479885123,0.0695912439203687,0.321425197742698,72,"lmx1ba;lmx1bb","not_severe",2.05012971140687,0.28435153491979,0.321425197742698,-0.639945087444358,0.292743465583136,0.0303137756235882,0.295986154958833,0.589440669641306,1.89640089263348,72,"not_severe","ctrl-inj","lmx1ba;lmx1bb"
72,"ctrl-inj","not_severe","hindbrain, marginal zone",-0.213666939356817,0.512019846357651,0.321425197742698,72,"lmx1ba;lmx1bb","not_severe",0.773591643855958,0.347527593178998,0.321425197742698,0.987258583212775,0.618821259399594,0.112662953949618,0.375543179832061,0.357901848982454,2.68470656312137,72,"not_severe","ctrl-inj","lmx1ba;lmx1bb"
72,"ctrl-inj","not_severe","hindbrain, marginal zone, (ebf3a+)",0.355972501652616,0.342750050169475,0.321425197742698,72,"lmx1ba;lmx1bb","not_severe",1.09494756859833,0.183522187171434,0.321425197742698,0.738975066945717,0.388790419217558,0.0591972309917667,0.295986154958833,0.476428606715744,2.09390399513537,72,"not_severe","ctrl-inj","lmx1ba;lmx1bb"
72,"ctrl-inj","not_severe","lateral hindbrain, glutamatergic neuron",-1.7995832626825,0.327922564159876,0.321425197742698,72,"lmx1ba;lmx1bb","not_severe",-1.69368160847027,0.456979064893888,0.321425197742698,0.105901654212225,0.56246161987862,0.850901517892833,0.850901517892833,0.0540708103130162,1.21987981529465,72,"not_severe","ctrl-inj","lmx1ba;lmx1bb"
72,"ctrl-inj","severe","hindbrain (lhx9+, barhl1b+)",-1.30509158336295,0.289364965603546,0.321425197742698,72,"lmx1ba;lmx1bb","severe",-2.25674415050958,0.511189422030592,0.321425197742698,-0.951652567146637,0.58740676580604,0.107245415517892,0.268113538794731,0.367147949599568,2.59068024901779,72,"severe","ctrl-inj","lmx1ba;lmx1bb"
